Image,model_name,Score
"3dgcqa-4k/score-distillation-via-inversion/a_kombucha,_fermenting,_organic_style@20250811-220200",score-distillation-via-inversion,4.2
"3dgcqa-4k/score-distillation-via-inversion/a_siamese_fighting_fish,_swimming,_exotic_style@20250813-042643",score-distillation-via-inversion,2.4
"3dgcqa-4k/score-distillation-via-inversion/a_level,_balancing,_steampunk_style@20250812-112844",score-distillation-via-inversion,0.2
"3dgcqa-4k/score-distillation-via-inversion/a_canary,_singing,_bright_style@20250813-093901",score-distillation-via-inversion,3.7
"3dgcqa-4k/score-distillation-via-inversion/a_cider,_pouring,_autumn_style@20250812-024527",score-distillation-via-inversion,0.6
"3dgcqa-4k/score-distillation-via-inversion/a_dog,_barking,_comic_style@20250922-153407",score-distillation-via-inversion,0.3
"3dgcqa-4k/score-distillation-via-inversion/a_fruit_bowl,_filling,_colorful_style@20250922-173858",score-distillation-via-inversion,2.3
"3dgcqa-4k/score-distillation-via-inversion/a_bonnet,_tying,_old-fashioned_style@20250814-000151",score-distillation-via-inversion,3.6
"3dgcqa-4k/score-distillation-via-inversion/a_ankh,_holding,_symbolic_style@20250813-195537",score-distillation-via-inversion,2.4
"3dgcqa-4k/score-distillation-via-inversion/a_leopard_gecko,_shedding,_patterned_style@20250813-090613",score-distillation-via-inversion,4.4
"3dgcqa-4k/score-distillation-via-inversion/a_suede_glove,_fitting,_chic_style@20250814-000653",score-distillation-via-inversion,2.2
"3dgcqa-4k/score-distillation-via-inversion/a_smartphone,_ringing,_futuristic_style@20250812-220502",score-distillation-via-inversion,0.7
"3dgcqa-4k/score-distillation-via-inversion/a_bulldog,_drooling,_wrinkly_style@20250813-014925",score-distillation-via-inversion,4.0
"3dgcqa-4k/score-distillation-via-inversion/a_rosemary_sprig,_roasting,_earthy_style@20250814-192559",score-distillation-via-inversion,1.4
"3dgcqa-4k/score-distillation-via-inversion/a_pie,_steaming,_homestyle@20250922-131450",score-distillation-via-inversion,4.5
"3dgcqa-4k/score-distillation-via-inversion/a_garden_fork,_turning,_horticultural_style@20250812-152708",score-distillation-via-inversion,3.4
"3dgcqa-4k/score-distillation-via-inversion/a_instant_pot,_cooking,_modern_style@20250812-230333",score-distillation-via-inversion,1.6
"3dgcqa-4k/score-distillation-via-inversion/a_chameleon,_changing,_vibrant_style@20250922-175452",score-distillation-via-inversion,0.6
"3dgcqa-4k/score-distillation-via-inversion/a_harpoon,_thrusting,_whaling_style@20250813-200725",score-distillation-via-inversion,0.4
"3dgcqa-4k/score-distillation-via-inversion/a_relic,_radiating,_ancient_style@20250922-201057",score-distillation-via-inversion,0.8
"3dgcqa-4k/score-distillation-via-inversion/a_rubber_duck,_floating,_bath_time_style@20250812-091730",score-distillation-via-inversion,3.8
"3dgcqa-4k/score-distillation-via-inversion/a_bearded_dragon,_basking,_reptilian_style@20250922-145237",score-distillation-via-inversion,1.3
"3dgcqa-4k/score-distillation-via-inversion/a_velvet_cushion,_softening,_plush_style@20250814-013720",score-distillation-via-inversion,3.6
"3dgcqa-4k/score-distillation-via-inversion/a_goldfish,_swimming,_peaceful_style@20250813-092136",score-distillation-via-inversion,0.7
"3dgcqa-4k/score-distillation-via-inversion/a_ceramic_bunny,_hopping,_cute_style@20250813-161043",score-distillation-via-inversion,4.0
"3dgcqa-4k/score-distillation-via-inversion/a_mortar_and_pestle,_grinding,_essential_style@20250813-135310",score-distillation-via-inversion,2.0
"3dgcqa-4k/score-distillation-via-inversion/a_basket,_weaving,_functional_style@20250813-203920",score-distillation-via-inversion,4.5
"3dgcqa-4k/score-distillation-via-inversion/a_level,_aligning,_accurate_style@20250812-180621",score-distillation-via-inversion,0.2
"3dgcqa-4k/score-distillation-via-inversion/a_tapestry,_embroidering,_detailed_style@20250922-213533",score-distillation-via-inversion,0.5
"3dgcqa-4k/score-distillation-via-inversion/a_shovel,_digging,_outdoor_style@20250812-150331",score-distillation-via-inversion,4.2
"3dgcqa-4k/score-distillation-via-inversion/a_vodka_tonic,_mixing,_night_out_style@20250811-220335",score-distillation-via-inversion,1.3
"3dgcqa-4k/score-distillation-via-inversion/a_lace_doily,_decorating,_delicate_style@20250814-060944",score-distillation-via-inversion,0.7
"3dgcqa-4k/sjc/a_e-book_reader,_page-turning,_literary_style@20250921-211256",sjc,2.3
"3dgcqa-4k/sjc/a_building_blocks,_stacking,_colorful_style@20250921-073813",sjc,2.2
"3dgcqa-4k/sjc/a_scarf,_fluttering,_boho_style@20250923-060148",sjc,0.8
"3dgcqa-4k/sjc/a_tape_measure,_extending,_infographic_style@20250922-122839",sjc,1.6
"3dgcqa-4k/sjc/a_canary,_singing,_bright_style@20250923-190906",sjc,1.9
"3dgcqa-4k/sjc/a_cupcake,_decorating,_kawaii_style@20250920-201656",sjc,3.6
"3dgcqa-4k/sjc/a_cookie,_crumbling,_doodle_style@20250921-065133",sjc,0.5
"3dgcqa-4k/sjc/a_fondue_pot,_bubbling,_convivial_style@20250923-135929",sjc,2.0
"3dgcqa-4k/sjc/a_frisbee,_flying,_outdoor_style@20250921-171941",sjc,0.0
"3dgcqa-4k/sjc/a_LED_lamp,_illuminating,_bright_style@20250922-062917",sjc,1.8
"3dgcqa-4k/sjc/a_nutmeg,_grating,_spicy_style@20250922-085545",sjc,3.6
"3dgcqa-4k/sjc/a_chili_pepper,_sizzling,_hot_style@20250922-041409",sjc,1.4
"3dgcqa-4k/sjc/a_crown,_shining,_fantasy_style@20250921-213810",sjc,3.5
"3dgcqa-4k/sjc/a_tablecloth,_spreading,_elegant_style@20250920-205801",sjc,4.0
"3dgcqa-4k/sjc/a_smartphone,_ringing,_futuristic_style@20250923-065641",sjc,2.1
"3dgcqa-4k/sjc/a_coffee_cup,_steaming,_watercolor_style@20250920-101418",sjc,2.3
"3dgcqa-4k/sjc/a_turban,_wrapping,_traditional_style@20250920-101427",sjc,4.0
"3dgcqa-4k/sjc/a_pitcher,_overflowing,_cartoon_style@20250921-112729",sjc,3.2
"3dgcqa-4k/sjc/a_garden_gnome,_smiling,_whimsical_style@20250920-101417",sjc,4.5
"3dgcqa-4k/sjc/a_paintbrush,_stroking,_impressionist_style@20250922-175409",sjc,1.0
"3dgcqa-4k/sjc/a_poncho,_draping,_bohemian_style@20250921-063042",sjc,4.7
"3dgcqa-4k/sjc/a_action_figure,_posing,_superhero_style@20250921-022036",sjc,4.0
"3dgcqa-4k/sjc/a_blocks,_stacking,_Bauhaus_style@20250922-020739",sjc,3.4
"3dgcqa-4k/sjc/a_doorbell_camera,_watching,_security_style@20250922-215622",sjc,0.3
"3dgcqa-4k/sjc/a_cortado,_sipping,_balanced_style@20250923-033439",sjc,1.8
"3dgcqa-4k/sjc/a_parasol,_opening,_elegant_style@20250920-143348",sjc,1.2
"3dgcqa-4k/sjc/a_pepper,_grinding,_bold_style@20250922-131453",sjc,1.3
"3dgcqa-4k/sjc/a_ginger_root,_grating,_zingy_style@20250923-140842",sjc,3.0
"3dgcqa-4k/sjc/a_clove,_scenting,_warm_style@20250923-043538",sjc,4.0
"3dgcqa-4k/sjc/a_gelatin,_setting,_jiggly_style@20250921-215831",sjc,1.5
"3dgcqa-4k/sjc/a_gingerbread_house,_building,_festive_style@20250920-101418",sjc,1.2
"3dgcqa-4k/sjc/a_cappuccino,_frothing,_Italian_style@20250920-205403",sjc,0.0
"3dgcqa-4k/sjc/a_clamp,_securing,_sturdy_style@20250922-082320",sjc,0.3
"3dgcqa-4k/sjc/a_pie,_steaming,_homestyle@20250920-145234",sjc,4.0
"3dgcqa-4k/sjc/a_corgi,_running,_energetic_style@20250922-173254",sjc,1.1
"3dgcqa-4k/sjc/a_vanilla_pod,_splitting,_sweet_style@20250923-093352",sjc,3.1
"3dgcqa-4k/sjc/a_hot_chocolate,_steaming,_digital_art_style@20250921-014121",sjc,2.5
"3dgcqa-4k/sjc/a_broom,_sweeping,_traditional_style@20250921-213222",sjc,4.6
"3dgcqa-4k/sjc/a_milkshake,_swirling,_retro_style@20250920-193129",sjc,2.9
"3dgcqa-4k/sjc/a_hatchet,_chopping,_rustic_style@20250921-165346",sjc,3.9
"3dgcqa-4k/sjc/a_mousse,_whipping,_airy_style@20250921-081049",sjc,0.8
"3dgcqa-4k/sjc/a_curtain,_swaying,_victorian_style@20250923-113336",sjc,2.1
"3dgcqa-4k/sjc/a_betta_fish,_flaring,_colorful_style@20250922-225917",sjc,2.4
"3dgcqa-4k/sjc/a_saffron_thread,_steeping,_luxurious_style@20250922-181624",sjc,3.0
"3dgcqa-4k/sjc/a_file,_smoothing,_industrial_style@20250922-080945",sjc,2.0
"3dgcqa-4k/sjc/a_teapot,_pouring,_abstract_style@20250920-101418",sjc,0.3
"3dgcqa-4k/sjc/a_digital_camera,_capturing,_photography_style@20250923-065113",sjc,2.0
"3dgcqa-4k/sjc/a_handbag,_accessorizing,_stylish_style@20250921-005249",sjc,2.3
"3dgcqa-4k/sjc/a_teddy_bear,_waving,_cartoon_style@20250921-102856",sjc,1.8
"3dgcqa-4k/sjc/a_macaw,_squawking,_vibrant_style@20250922-165112",sjc,4.5
"3dgcqa-4k/sjc/a_vice,_gripping,_workshop_style@20250922-074210",sjc,4.4
"3dgcqa-4k/sjc/a_plush_toy,_hugging,_soft_style@20250920-204955",sjc,3.4
"3dgcqa-4k/sjc/a_spade,_digging,_garden_style@20250922-032528",sjc,2.5
"3dgcqa-4k/sjc/a_laptop,_typing,_flat_design_style@20250923-121559",sjc,1.1
"3dgcqa-4k/sjc/a_jigsaw_puzzle,_connecting,_detailed_style@20250920-154400",sjc,1.5
"3dgcqa-4k/sjc/a_robot,_walking,_sci-fi_style@20250921-120258",sjc,0.9
"3dgcqa-4k/sjc/a_ladder,_climbing,_high-reaching_style@20250921-141622",sjc,0.3
"3dgcqa-4k/sjc/a_shop_vac,_vacuuming,_heavy-duty_style@20250922-022927",sjc,1.3
"3dgcqa-4k/sjc/a_fruit_tart,_arranging,_colorful_style@20250920-160313",sjc,4.6
"3dgcqa-4k/sjc/a_lollipop,_licking,_colorful_style@20250921-172636",sjc,1.4
"3dgcqa-4k/sjc/a_satin_sheet,_draping,_luxury_style@20250923-152356",sjc,1.3
"3dgcqa-4k/sjc/a_decorative_plate,_displaying,_ornamental_style@20250923-184301",sjc,0.3
"3dgcqa-4k/sjc/a_bolt_cutter,_cutting,_forceful_style@20250921-092543",sjc,1.0
"3dgcqa-4k/sjc/a_meringue,_whipping,_airy_style@20250920-212813",sjc,2.7
"3dgcqa-4k/sjc/a_humidifier,_misting,_wellness_style@20250922-014442",sjc,1.1
"3dgcqa-4k/sjc/a_crepe,_filling,_delicate_style@20250921-132605",sjc,4.5
"3dgcqa-4k/sjc/a_cinnamon_stick,_simmering,_warm_style@20250922-090212",sjc,3.1
"3dgcqa-4k/sjc/a_shield,_blocking,_steampunk_style@20250921-162801",sjc,2.3
"3dgcqa-4k/sjc/a_star_anise,_floating,_aromatic_style@20250922-181530",sjc,4.4
"3dgcqa-4k/sjc/a_baklava,_layering,_Middle_Eastern_style@20250921-065501",sjc,4.3
"3dgcqa-4k/sjc/a_birdbath,_filling,_garden_style@20250923-113851",sjc,1.8
"3dgcqa-4k/sjc/a_wire_cutter,_snipping,_electrical_style@20250921-222231",sjc,0.9
"3dgcqa-4k/sjc/a_relic,_radiating,_ancient_style@20250922-204914",sjc,0.9
"3dgcqa-4k/sjc/a_kombucha,_fermenting,_probiotic_style@20250920-160310",sjc,3.1
"3dgcqa-4k/sjc/a_goblet,_spilling,_gothic_style@20250922-023005",sjc,3.7
"3dgcqa-4k/sjc/a_wrench,_turning,_vintage_style@20250922-212144",sjc,3.7
"3dgcqa-4k/sjc/a_chalice,_filling,_ceremonial_style@20250923-172840",sjc,1.9
"3dgcqa-4k/sjc/a_graphics_tablet,_drawing,_artistic_style@20250922-073707",sjc,1.4
"3dgcqa-4k/sjc/a_digital_piano,_playing,_musical_style@20250923-085912",sjc,3.5
"3dgcqa-4k/sjc/a_stuffed_bunny,_cuddling,_kawaii_style@20250921-073213",sjc,4.1
"3dgcqa-4k/sjc/a_cocktail,_shaking,_cubist_style@20250920-204621",sjc,0.4
"3dgcqa-4k/sjc/a_compass,_pointing,_adventure_style@20250920-212405",sjc,2.4
"3dgcqa-4k/sjc/a_screwdriver,_twisting,_blueprint_style@20250922-111915",sjc,0.4
"3dgcqa-4k/sjc/a_play-dough,_molding,_creative_style@20250921-122614",sjc,2.1
"3dgcqa-4k/sjc/a_mallet,_pounding,_robust_style@20250920-195549",sjc,3.9
"3dgcqa-4k/sjc/a_bay_leaf,_simmering,_aromatic_style@20250923-130812",sjc,3.7
"3dgcqa-4k/sjc/a_rosemary_sprig,_roasting,_earthy_style@20250923-184218",sjc,0.5
"3dgcqa-4k/sjc/a_skateboard,_skating,_street_style@20250920-193304",sjc,3.2
"3dgcqa-4k/sjc/a_chisel,_carving,_photorealistic_style@20250923-040637",sjc,2.0
"3dgcqa-4k/sjc/a_tape,_measuring,_precise_style@20250920-160251",sjc,2.0
"3dgcqa-4k/sjc/a_glue_gun,_bonding,_crafty_style@20250922-034229",sjc,2.0
"3dgcqa-4k/sjc/a_oregano,_drying,_Mediterranean_style@20250922-234105",sjc,4.4
"3dgcqa-4k/sjc/a_angel_food_cake,_slicing,_airy_style@20250922-031043",sjc,4.0
"3dgcqa-4k/sjc/a_e-reader,_displaying,_minimalistic_style@20250922-120245",sjc,1.5
"3dgcqa-4k/sjc/a_hair_dryer,_blowing,_salon_style@20250923-020023",sjc,2.5
"3dgcqa-4k/sjc/a_soldering_iron,_welding,_delicate_style@20250921-215748",sjc,0.3
"3dgcqa-4k/sjc/a_soundbar,_sounding,_immersive_style@20250922-043753",sjc,2.6
"3dgcqa-4k/sjc/a_toy_gun,_shooting,_action-packed_style@20250920-210727",sjc,4.0
"3dgcqa-4k/sjc/a_ancient_book,_opening,_literary_style@20250921-225335",sjc,2.8
"3dgcqa-4k/sjc/a_curry_leaf,_sizzling,_Indian_style@20250922-172325",sjc,3.3
"3dgcqa-4k/sjc/a_GPS_device,_navigating,_modern_style@20250922-223752",sjc,2.7
"3dgcqa-4k/sjc/a_toy_car,_zooming,_comic_style@20250921-152612",sjc,3.5
"3dgcqa-4k/sjc/a_anvil,_forging,_medieval_style@20250921-035538",sjc,4.2
"3dgcqa-4k/sjc/a_panna_cotta,_garnishing,_smooth_style@20250923-045247",sjc,0.1
"3dgcqa-4k/sjc/a_trifle,_layering,_festive_style@20250921-231514",sjc,3.6
"3dgcqa-4k/sjc/a_clay_jug,_pouring,_pastoral_style@20250920-201430",sjc,3.2
"3dgcqa-4k/sjc/a_lemonade,_dripping,_graffiti_style@20250920-154110",sjc,2.1
"3dgcqa-4k/sjc/a_beanie,_knitting,_urban_style@20250920-195621",sjc,1.2
"3dgcqa-4k/sjc/a_root_beer,_foaming,_nostalgic_style@20250923-160147",sjc,1.4
"3dgcqa-4k/sjc/a_bubble_wand,_blowing,_fun_style@20250921-072218",sjc,2.4
"3dgcqa-4k/sjc/a_yoga_mat,_rolling,_zen_style@20250920-101427",sjc,3.9
"3dgcqa-4k/sjc/a_saw,_cutting,_isometric_style@20250922-161842",sjc,3.6
"3dgcqa-4k/sjc/a_medallion,_shining,_ornate_style@20250922-191320",sjc,2.5
"3dgcqa-4k/sjc/a_brownie,_baking,_fudgy_style@20250921-075900",sjc,1.4
"3dgcqa-4k/sjc/a_teddy_bear,_cuddling,_timeless_style@20250921-023711",sjc,2.7
"3dgcqa-4k/sjc/a_silk_ribbon,_fluttering,_elegant_style@20250923-002820",sjc,2.0
"3dgcqa-4k/sjc/a_fennel_seed,_cracking,_fresh_style@20250922-233908",sjc,4.3
"3dgcqa-4k/sjc/a_beagle,_sniffing,_active_style@20250923-122907",sjc,1.7
"3dgcqa-4k/sjc/a_caulking_gun,_sealing,_precise_style@20250921-172042",sjc,4.2
"3dgcqa-4k/sjc/a_eclair,_filling,_classic_style@20250921-130805",sjc,4.8
"3dgcqa-4k/sjc/a_matcha_latte,_whisking,_zen_style@20250923-191317",sjc,0.5
"3dgcqa-4k/sjc/a_pavlova,_topping,_fluffy_style@20250921-163312",sjc,1.7
"3dgcqa-4k/sjc/a_vanilla_bean,_splitting,_aromatic_style@20250922-035855",sjc,4.3
"3dgcqa-4k/sjc/a_pudding,_wobbling,_jiggly_style@20250922-032111",sjc,2.6
"3dgcqa-4k/sjc/a_juice,_squeezing,_fresh_style@20250920-101418",sjc,3.2
"3dgcqa-4k/sjc/a_hedgehog,_curling,_spiky_style@20250922-112702",sjc,4.5
"3dgcqa-4k/sjc/a_figurine,_dancing,_anime_style@20250920-203605",sjc,3.2
"3dgcqa-4k/sjc/a_Maine_Coon,_grooming,_fluffy_style@20250923-124820",sjc,2.0
"3dgcqa-4k/sjc/a_curtain,_hanging,_elegant_style@20250920-160357",sjc,0.9
"3dgcqa-4k/sjc/a_soda_can,_fizzing,_pixel_art_style@20250920-143312",sjc,0.0
"3dgcqa-4k/sjc/a_doormat,_wiping,welcome_style@20250920-154045",sjc,1.0
"3dgcqa-4k/sjc/a_fruit_bowl,_filling,_colorful_style@20250923-035352",sjc,4.5
"3dgcqa-4k/sjc/a_border_collie,_herding,_intelligent_style@20250923-173130",sjc,2.1
"3dgcqa-4k/sjc/a_scroll,_revealing,_mystical_style@20250921-075724",sjc,0.0
"3dgcqa-4k/sjc/a_waffle,_topping,_Belgian_style@20250922-025418",sjc,4.6
"3dgcqa-4k/sjc/a_burlap_sack,_tying,_utilitarian_style@20250921-115857",sjc,0.6
"3dgcqa-4k/sjc/a_remote_control_car,_racing,_fast-paced_style@20250920-143356",sjc,3.8
"3dgcqa-4k/sjc/a_inkwell,_dipping,_classic_style@20250923-085513",sjc,3.5
"3dgcqa-4k/sjc/a_sundial,_shadowing,_timeless_style@20250920-101418",sjc,1.8
"3dgcqa-4k/sjc/a_drone,_flying,_technical_drawing_style@20250923-183932",sjc,2.9
"3dgcqa-4k/sjc/a_sundae,_melting,_neon_style@20250921-013601",sjc,0.8
"3dgcqa-4k/sjc/a_eclair,_glazing,_French_style@20250921-181651",sjc,1.3
"3dgcqa-4k/sjc/a_doughnut,_sprinkling,_playful_style@20250921-222609",sjc,0.8
"3dgcqa-4k/sjc/a_oil_lamp,_lighting,_traditional_style@20250923-185809",sjc,4.5
"3dgcqa-4k/sjc/a_garden_fork,_turning,_horticultural_style@20250922-025742",sjc,1.7
"3dgcqa-4k/sjc/a_saffron_thread,_blooming,_exotic_style@20250922-234334",sjc,3.6
"3dgcqa-4k/sjc/a_wind-up_toy,_moving,_mechanical_style@20250921-020157",sjc,0.6
"3dgcqa-4k/sjc/a_canary,_singing,_melodic_style@20250923-184512",sjc,2.5
"3dgcqa-4k/sjc/a_kitten,_playing,_playful_style@20250923-173130",sjc,3.9
"3dgcqa-4k/sjc/a_iced_tea,_cooling,_summer_style@20250920-160311",sjc,4.2
"3dgcqa-4k/sjc/a_cookie_jar,_opening,_nostalgic_style@20250923-193246",sjc,2.0
"3dgcqa-4k/sjc/a_flowerpot,_planting,_garden_style@20250922-225233",sjc,1.2
"3dgcqa-4k/sjc/a_roman_coin,_flipping,_historical_style@20250921-173711",sjc,0.3
"3dgcqa-4k/sjc/a_energy_drink,_electrifying,_high-tech_style@20250920-154032",sjc,0.7
"3dgcqa-4k/sjc/a_yo-yo,_spinning,_abstract_style@20250922-005716",sjc,1.9
"3dgcqa-4k/sjc/a_action_figure,_posing,_heroic_style@20250921-024626",sjc,3.9
"3dgcqa-4k/sjc/a_butter_dish,_spreading,_classic_style@20250923-091339",sjc,2.3
"3dgcqa-4k/sjc/a_chihuahua,_barking,_tiny_style@20250923-134450",sjc,0.3
"3dgcqa-4k/sjc/a_rocking_horse,_rocking,_nostalgic_style@20250921-023130",sjc,1.2
"3dgcqa-4k/sjc/a_smart_bulb,_lighting,_ambient_style@20250921-235104",sjc,0.9
"3dgcqa-4k/sjc/a_balloon,_inflating,_festive_style@20250920-101418",sjc,2.7
"3dgcqa-4k/sjc/a_truffle,_coating,_decadent_style@20250921-023653",sjc,0.5
"3dgcqa-4k/sjc/a_level,_balancing,_steampunk_style@20250922-225602",sjc,0.2
"3dgcqa-4k/sjc/a_camera,_flashing,_realistic_style@20250923-170256",sjc,0.5
"3dgcqa-4k/sjc/a_ginger_ale,_fizzing,_zesty_style@20250920-101417",sjc,4.0
"3dgcqa-4k/sjc/a_remote-controlled_drone,_flying,_techy_style@20250923-132943",sjc,4.6
"3dgcqa-4k/sjc/a_angle_grinder,_grinding,_industrial_style@20250921-163148",sjc,3.0
"3dgcqa-4k/sjc/a_parfait,_layering,_sleek_style@20250921-213222",sjc,0.0
"3dgcqa-4k/sjc/a_turmeric_latte,_mixing,_golden_style@20250920-101418",sjc,0.8
"3dgcqa-4k/sjc/a_pharaoh_mask,_staring,_egyptian_style@20250921-122118",sjc,3.8
"3dgcqa-4k/sjc/a_coriander_leaf,_garnishing,_vibrant_style@20250923-095127",sjc,2.4
"3dgcqa-4k/sjc/a_vase,_cracking,_antique_style@20250923-185206",sjc,4.3
"3dgcqa-4k/sjc/a_game_console,_gaming,_entertainment_style@20250922-171156",sjc,4.4
"3dgcqa-4k/sjc/a_kombucha,_fermenting,_organic_style@20250920-101418",sjc,3.3
"3dgcqa-4k/sjc/a_kimono,_wrapping,_oriental_style@20250923-165917",sjc,4.6
"3dgcqa-4k/sjc/a_smoothie,_blending,_pop_art_style@20250920-101418",sjc,0.9
"3dgcqa-4k/sjc/a_dalmatian,_spotted,_classic_style@20250923-084608",sjc,1.5
"3dgcqa-4k/sjc/a_ring,_enchanting,_mystical_style@20250922-120839",sjc,0.0
"3dgcqa-4k/sjc/a_safflower,_coloring,_delicate_style@20250922-210933",sjc,3.7
"3dgcqa-4k/sjc/a_Sphynx_cat,_preening,_hairless_style@20250922-123230",sjc,4.5
"3dgcqa-4k/sjc/a_pie,_slicing,_homemade_style@20250920-212335",sjc,4.5
"3dgcqa-4k/sjc/a_doll,_dancing,_anime_style@20250921-202829",sjc,0.4
"3dgcqa-4k/sjc/a_gelato,_scooping,_creamy_style@20250921-024246",sjc,0.9
"3dgcqa-4k/sjc/a_tiramisu,_layering,_Italian_style@20250921-164629",sjc,3.8
"3dgcqa-4k/sjc/a_betta_fish,_fighting,_vibrant_style@20250923-023928",sjc,4.2
"3dgcqa-4k/sjc/a_thai_iced_tea,_blending,_exotic_style@20250923-082440",sjc,2.2
"3dgcqa-4k/sjc/a_ginger_root,_grating,_zesty_style@20250922-041750",sjc,4.4
"3dgcqa-4k/sjc/a_bearded_dragon,_basking,_reptilian_style@20250923-073434",sjc,3.2
"3dgcqa-4k/sjc/a_thermostat,_adjusting,_modern_style@20250922-172831",sjc,0.0
"3dgcqa-4k/sjc/a_sculpture,_glowing,_surreal_style@20250920-154119",sjc,3.0
"3dgcqa-4k/sjc/a_cake,_frosting,_pastel_style@20250920-101418",sjc,2.6
"3dgcqa-4k/sjc/a_bulldog,_drooling,_wrinkly_style@20250923-055024",sjc,4.6
"3dgcqa-4k/sjc/a_helmet,_glowing,_sci-fi_style@20250922-071526",sjc,2.7
"3dgcqa-4k/sjc/a_model_rocket,_launching,_educational_style@20250921-175710",sjc,0.8
"3dgcqa-4k/sjc/a_crepe,_folding,_delicate_style@20250921-081515",sjc,2.7
"3dgcqa-4k/sjc/a_pottery_shard,_reflecting,_ancient_style@20250920-145031",sjc,0.0
"3dgcqa-4k/sketchshape/a_sweater_vest,_layering,_preppy_style@20250906-210905",sketchshape,3.1
"3dgcqa-4k/sketchshape/a_sorbet,_freezing,_refreshing_style@20250909-002506",sketchshape,1.6
"3dgcqa-4k/sketchshape/a_scarf,_fluttering,_boho_style@20250910-171038",sketchshape,4.1
"3dgcqa-4k/sketchshape/a_air_purifier,_purifying,_clean_style@20250910-113046",sketchshape,2.2
"3dgcqa-4k/sketchshape/a_cupcake,_decorating,_kawaii_style@20250907-092711",sketchshape,1.9
"3dgcqa-4k/sketchshape/a_clove,_piercing,_intense_style@20250909-134456",sketchshape,0.0
"3dgcqa-4k/sketchshape/a_chicken,_pecking,_farm_style@20250911-221851",sketchshape,0.2
"3dgcqa-4k/sketchshape/a_puzzle_box,_solving,_intricate_style@20250907-091607",sketchshape,5.0
"3dgcqa-4k/sketchshape/a_shop_vac,_vacuuming,_heavy-duty_style@20250909-075732",sketchshape,0.3
"3dgcqa-4k/sketchshape/a_printer,_printing,_monochrome_style@20250910-123628",sketchshape,1.4
"3dgcqa-4k/sketchshape/a_cinnamon_stick,_curling,_rustic_style@20250909-110231",sketchshape,0.6
"3dgcqa-4k/sketchshape/a_cupcake,_frosting,_celebratory_style@20250908-073510",sketchshape,0.6
"3dgcqa-4k/sketchshape/a_smartphone,_ringing,_futuristic_style@20250910-151115",sketchshape,1.2
"3dgcqa-4k/sketchshape/a_churro,_frying,_cinnamon_style@20250908-140854",sketchshape,0.5
"3dgcqa-4k/sketchshape/a_quilt,_patching,_cozy_style@20250912-125039",sketchshape,0.2
"3dgcqa-4k/sketchshape/a_VR_headset,_immersing,_futuristic_style@20250910-012246",sketchshape,1.8
"3dgcqa-4k/sketchshape/a_saffron_thread,_blooming,_exotic_style@20250910-035229",sketchshape,2.0
"3dgcqa-4k/sketchshape/a_hot_toddy,_warming,_cozy_style@20250912-184247",sketchshape,2.0
"3dgcqa-4k/sketchshape/a_teddy_bear,_cuddling,_timeless_style@20250907-161852",sketchshape,4.0
"3dgcqa-4k/sketchshape/a_cheesecake,_slicing,_decadent_style@20250912-092839",sketchshape,2.6
"3dgcqa-4k/sketchshape/a_parfait,_layering,_sleek_style@20250908-180750",sketchshape,0.4
"3dgcqa-4k/sketchshape/a_ferret,_tunneling,_curious_style@20250911-095708",sketchshape,1.6
"3dgcqa-4k/sketchshape/a_kombucha,_fermenting,_probiotic_style@20250907-043417",sketchshape,3.3
"3dgcqa-4k/sketchshape/a_lyre,_strumming,_musical_style@20250912-102553",sketchshape,0.5
"3dgcqa-4k/sketchshape/a_mustard_seed,_popping,_tangy_style@20250910-071909",sketchshape,1.1
"3dgcqa-4k/sketchshape/a_teapot,_pouring,_abstract_style@20250906-210906",sketchshape,1.2
"3dgcqa-4k/sketchshape/a_quill,_writing,_classical_style@20250911-210343",sketchshape,0.4
"3dgcqa-4k/sketchshape/a_smoothie_bowl,_blending,_vibrant_style@20250912-093701",sketchshape,0.6
"3dgcqa-4k/sketchshape/a_ladder,_climbing,_high-reaching_style@20250908-210119",sketchshape,2.0
"3dgcqa-4k/sketchshape/a_hot_chocolate,_steaming,_digital_art_style@20250907-161523",sketchshape,2.5
"3dgcqa-4k/sketchshape/a_dollhouse,_decorating,_miniature_style@20250912-170711",sketchshape,0.6
"3dgcqa-4k/sketchshape/a_waffle,_topping,_Belgian_style@20250909-030506",sketchshape,0.5
"3dgcqa-4k/sketchshape/a_soda_can,_fizzing,_pixel_art_style@20250907-034656",sketchshape,1.8
"3dgcqa-4k/sketchshape/a_figurine,_dancing,_anime_style@20250907-103000",sketchshape,3.4
"3dgcqa-4k/sketchshape/a_calculator,_calculating,_educational_style@20250909-132631",sketchshape,3.0
"3dgcqa-4k/sketchshape/a_pitcher,_overflowing,_cartoon_style@20250908-034122",sketchshape,1.6
"3dgcqa-4k/sketchshape/a_train,_chugging,_illustrative_style@20250908-162519",sketchshape,2.5
"3dgcqa-4k/sketchshape/a_thermostat,_adjusting,_modern_style@20250910-002654",sketchshape,2.0
"3dgcqa-4k/sketchshape/a_treasure_chest,_unlocking,_pirate_style@20250909-181521",sketchshape,1.1
"3dgcqa-4k/sketchshape/a_level,_balancing,_steampunk_style@20250909-212913",sketchshape,1.4
"3dgcqa-4k/sketchshape/a_fudge,_cutting,_rich_style@20250908-071230",sketchshape,0.2
